265,01-12-2020,India,9462809,435603,8889585,137621
266,02-12-2020,India,9499413,428644,8932647,138122
267,03-12-2020,India,9534964,422943,8973373,138648
268,04-12-2020,India,9571559,416082,9016289,139188
269,05-12-2020,India,9608211,409689,9058822,139700
270,06-12-2020,India,9644222,403248,9100792,140182
271,07-12-2020,India,9677203,396729,9139901,140573
272,08-12-2020,India,9703770,383866,9178946,140958
273,09-12-2020,India,9735850,378909,9215581,141360
274,10-12-2020,India,9767371,372293,9253306,141772
275,11-12-2020,India,9796769,363749,9290834,142186
276,12-12-2020,India,9826775,359819,9324328,142628
277,13-12-2020,India,9857029,356546,9357464,143019
278,14-12-2020,India,9884100,352586,9388159,143355
279,15-12-2020,India,9906165,339820,9422636,143709
280,17-12-2020,India,9956557,322366,9489740,144451
281,18-12-2020,India,9979447,313831,9520827,144789
282,19-12-2020,India,10004599,308751,9550712,145136
283,20-12-2020,India,10031223,305344,9580402,145477
284,21-12-2020,India,10055560,303639,9606111,145810
285,22-12-2020,India,10075116,292518,9636487,146111
286,23-12-2020,India,10099066,289240,9663382,146444
287,24-12-2020,India,10123778,283849,9693173,146756
288,25-12-2020,India,10146845,281919,9717834,147092
289,26-12-2020,India,10169118,281667,9740108,147343
290,27-12-2020,India,10187850,278690,9761538,147622
291,28-12-2020,India,10207871,277301,9782669,147901
292,29-12-2020,India,10224303,268581,9807569,148153
293,30-12-2020,India,10244852,262272,9834141,148439
294,31-12-2020,India,10266674,257656,9860280,148738
295,03-01-2021,India,10323965,247220,9927310,149435
296,04-01-2021,India,10340469,243953,9946867,149649
297,05-01-2021,India,10356844,231036,9975958,149850
298,06-01-2021,India,10374932,227546,9997272,150114
299,07-01-2021,India,10395278,228083,10016859,150336
300,08-01-2021,India,10413417,225449,10037398,150570
301,09-01-2021,India,10431639,224190,10056651,150798
302,10-01-2021,India,10450284,223335,10075950,150999
303,11-01-2021,India,10466595,222526,10092909,151160
304,12-01-2021,India,10479179,216558,10111294,151327
305,13-01-2021,India,10495147,214507,10129111,151529
306,14-01-2021,India,10512093,213603,10146763,151727
307,15-01-2021,India,10527683,213027,10162738,151918
308,16-01-2021,India,10542841,211033,10179715,152093
309,17-01-2021,India,10557985,208826,10196885,152274
310,18-01-2021,India,10571773,208012,10211342,152419
311,19-01-2021,India,10581837,200528,10228753,152556
312,20-01-2021,India,10595660,197201,10245741,152718
313,21-01-2021,India,10610883,192308,10265706,152869
314,22-01-2021,India,10625428,188688,10283708,153032
315,23-01-2021,India,10639684,185662,10300838,153184
316,24-01-2021,India,10654533,184408,10316786,153339
317,25-01-2021,India,10667736,184182,10330084,153470
318,27-01-2021,India,10689527,176498,10359305,153724
319,28-01-2021,India,10701193,173740,10373606,153847
320,29-01-2021,India,10720048,171686,10394352,154010
321,30-01-2021,India,10733131,169824,10409160,154147
322,31-01-2021,India,10746183,168784,10423125,154274
