204,01-10-2020,India,6312584,940705,940705,5273201,98678
205,02-10-2020,India,6394068,942217,1882922,5352078,99773
206,03-10-2020,India,6473544,944996,2827918,5427706,100842
207,04-10-2020,India,6549373,937625,3765543,5509966,101782
208,05-10-2020,India,6623815,934427,4699970,5586703,102685
209,06-10-2020,India,6685082,919023,5618993,5662490,103569
210,07-10-2020,India,6757131,907883,6526876,5744693,104555
211,08-10-2020,India,6835655,902425,7429301,5827704,105526
212,09-10-2020,India,6906151,893592,8322893,5906069,106490
213,10-10-2020,India,6979423,883185,9206078,5988822,107416
214,11-10-2020,India,7053806,867496,10073574,6077976,108334
215,12-10-2020,India,7120538,861853,10935427,6149535,109150
216,13-10-2020,India,7175880,838729,11774156,6227295,109856
217,14-10-2020,India,7239389,826876,12601032,6301927,110586
218,15-10-2020,India,7307097,812390,13413422,6383441,111266
219,16-10-2020,India,7370468,804528,14217950,6453779,112161
220,17-10-2020,India,7432680,795087,15013037,6524595,112998
221,18-10-2020,India,7494551,783311,15796348,6597209,114031
222,19-10-2020,India,7550273,772055,16568403,6663608,114610
223,20-10-2020,India,7597063,748538,17316941,6733328,115197
224,21-10-2020,India,7651107,740090,18057031,6795103,115914
225,22-10-2020,India,7706946,715812,18772843,6874518,116616
226,23-10-2020,India,7761312,695509,19468352,6948497,117306
227,24-10-2020,India,7814682,680680,20149032,7016046,117956
228,25-10-2020,India,7864811,668154,20817186,7078123,118534
229,26-10-2020,India,7909959,653717,21470903,7137228,119014
230,27-10-2020,India,7946429,625857,22096760,7201070,119502
231,28-10-2020,India,7990322,610803,22707563,7259509,120010
232,29-10-2020,India,8040203,603687,23311250,7315989,120527
233,30-10-2020,India,8088851,594386,23905636,7373375,121090
234,31-10-2020,India,8137119,582649,24488285,7432829,121641
235,01-11-2020,India,8184082,570458,25058743,7491513,122111
236,02-11-2020,India,8229313,561908,25620651,7544798,122607
237,03-11-2020,India,8267623,541405,26162056,7603121,123097
238,04-11-2020,India,8313876,533787,26695843,7656478,123611
239,05-11-2020,India,8364086,527962,27223805,7711809,124315
240,06-11-2020,India,8411724,520773,27744578,7765966,124985
241,07-11-2020,India,8462080,516632,28261210,7819886,125562
242,08-11-2020,India,8507754,512665,28773875,7868968,126121
243,09-11-2020,India,8553657,509673,29283548,7917373,126611
244,10-11-2020,India,8591730,505265,29788813,7959406,127059
245,11-11-2020,India,8636011,494657,30283470,8013783,127571
246,12-11-2020,India,8683916,489294,30772764,8066501,128121
247,13-11-2020,India,8728795,484547,31257311,8115580,128668
248,14-11-2020,India,8773479,480719,31738030,8163572,129188
249,15-11-2020,India,8814579,479216,32217246,8205728,129635
250,16-11-2020,India,8845127,465478,32682724,8249579,130070
251,17-11-2020,India,8874290,453401,33136125,8290370,130519
252,18-11-2020,India,8912907,446805,33582930,8335109,130993
253,19-11-2020,India,8958483,443303,34026233,8383602,131578
254,20-11-2020,India,9004365,443794,34470027,8428409,132162
255,21-11-2020,India,9050597,439747,34909774,8478124,132726
256,22-11-2020,India,9095806,440962,35350736,8521617,133227
257,23-11-2020,India,9139865,443486,35794222,8562641,133738
258,24-11-2020,India,9177840,438667,36232889,8604955,134218
259,25-11-2020,India,9222216,444746,36677635,8642771,134699
260,26-11-2020,India,9266705,452344,37129979,8679138,135223
261,27-11-2020,India,9309787,455555,37585534,8718517,135715
262,28-11-2020,India,9351109,454940,38040474,8759969,136200
263,29-11-2020,India,9392919,453956,38494430,8802267,136696
264,30-11-2020,India,9431691,446952,38941382,8847600,137139
