265,01-12-2020,India,9462809,435603,435603,8889585,137621
266,02-12-2020,India,9499413,428644,864247,8932647,138122
267,03-12-2020,India,9534964,422943,1287190,8973373,138648
268,04-12-2020,India,9571559,416082,1703272,9016289,139188
269,05-12-2020,India,9608211,409689,2112961,9058822,139700
270,06-12-2020,India,9644222,403248,2516209,9100792,140182
271,07-12-2020,India,9677203,396729,2912938,9139901,140573
272,08-12-2020,India,9703770,383866,3296804,9178946,140958
273,09-12-2020,India,9735850,378909,3675713,9215581,141360
274,10-12-2020,India,9767371,372293,4048006,9253306,141772
275,11-12-2020,India,9796769,363749,4411755,9290834,142186
276,12-12-2020,India,9826775,359819,4771574,9324328,142628
277,13-12-2020,India,9857029,356546,5128120,9357464,143019
278,14-12-2020,India,9884100,352586,5480706,9388159,143355
279,15-12-2020,India,9906165,339820,5820526,9422636,143709
280,17-12-2020,India,9956557,322366,6142892,9489740,144451
281,18-12-2020,India,9979447,313831,6456723,9520827,144789
282,19-12-2020,India,10004599,308751,6765474,9550712,145136
283,20-12-2020,India,10031223,305344,7070818,9580402,145477
284,21-12-2020,India,10055560,303639,7374457,9606111,145810
285,22-12-2020,India,10075116,292518,7666975,9636487,146111
286,23-12-2020,India,10099066,289240,7956215,9663382,146444
287,24-12-2020,India,10123778,283849,8240064,9693173,146756
288,25-12-2020,India,10146845,281919,8521983,9717834,147092
289,26-12-2020,India,10169118,281667,8803650,9740108,147343
290,27-12-2020,India,10187850,278690,9082340,9761538,147622
291,28-12-2020,India,10207871,277301,9359641,9782669,147901
292,29-12-2020,India,10224303,268581,9628222,9807569,148153
293,30-12-2020,India,10244852,262272,9890494,9834141,148439
294,31-12-2020,India,10266674,257656,10148150,9860280,148738
295,03-01-2021,India,10323965,247220,10395370,9927310,149435
296,04-01-2021,India,10340469,243953,10639323,9946867,149649
297,05-01-2021,India,10356844,231036,10870359,9975958,149850
298,06-01-2021,India,10374932,227546,11097905,9997272,150114
299,07-01-2021,India,10395278,228083,11325988,10016859,150336
300,08-01-2021,India,10413417,225449,11551437,10037398,150570
301,09-01-2021,India,10431639,224190,11775627,10056651,150798
302,10-01-2021,India,10450284,223335,11998962,10075950,150999
303,11-01-2021,India,10466595,222526,12221488,10092909,151160
304,12-01-2021,India,10479179,216558,12438046,10111294,151327
305,13-01-2021,India,10495147,214507,12652553,10129111,151529
306,14-01-2021,India,10512093,213603,12866156,10146763,151727
307,15-01-2021,India,10527683,213027,13079183,10162738,151918
308,16-01-2021,India,10542841,211033,13290216,10179715,152093
309,17-01-2021,India,10557985,208826,13499042,10196885,152274
310,18-01-2021,India,10571773,208012,13707054,10211342,152419
311,19-01-2021,India,10581837,200528,13907582,10228753,152556
312,20-01-2021,India,10595660,197201,14104783,10245741,152718
313,21-01-2021,India,10610883,192308,14297091,10265706,152869
314,22-01-2021,India,10625428,188688,14485779,10283708,153032
315,23-01-2021,India,10639684,185662,14671441,10300838,153184
316,24-01-2021,India,10654533,184408,14855849,10316786,153339
317,25-01-2021,India,10667736,184182,15040031,10330084,153470
318,27-01-2021,India,10689527,176498,15216529,10359305,153724
319,28-01-2021,India,10701193,173740,15390269,10373606,153847
320,29-01-2021,India,10720048,171686,15561955,10394352,154010
321,30-01-2021,India,10733131,169824,15731779,10409160,154147
322,31-01-2021,India,10746183,168784,15900563,10423125,154274
