82,01-06-2020,India,190535,93322,93322,91819,5394
83,02-06-2020,India,198706,97581,190903,95527,5598
84,03-06-2020,India,207615,101497,292400,100303,5815
85,04-06-2020,India,216919,106737,399137,104107,6075
86,05-06-2020,India,226770,110960,510097,109462,6348
87,06-06-2020,India,236657,115942,626039,114073,6642
88,07-06-2020,India,246628,120406,746445,119293,6929
89,08-06-2020,India,256611,125381,871826,124095,7135
90,09-06-2020,India,266598,129917,1001743,129215,7466
91,10-06-2020,India,276583,133632,1135375,135206,7745
92,11-06-2020,India,286579,137448,1272823,141029,8102
93,12-06-2020,India,297535,141842,1414665,147195,8498
94,13-06-2020,India,308993,145779,1560444,154330,8884
95,14-06-2020,India,320922,149348,1709792,162379,9195
96,15-06-2020,India,332424,153106,1862898,169798,9520
97,16-06-2020,India,343091,153178,2016076,180013,9900
98,17-06-2020,India,354065,155227,2171303,186935,11903
99,18-06-2020,India,366946,160384,2331687,194325,12237
100,19-06-2020,India,380532,163248,2494935,204711,12573
101,20-06-2020,India,395048,168269,2663204,213831,12948
102,21-06-2020,India,410461,169451,2832655,227756,13254
103,22-06-2020,India,425282,174387,3007042,237196,13699
104,23-06-2020,India,440215,178014,3185056,248190,14011
105,24-06-2020,India,456183,183022,3368078,258685,14476
106,25-06-2020,India,473105,186514,3554592,271697,14894
107,26-06-2020,India,490401,189463,3744055,285637,15301
108,27-06-2020,India,508953,197387,3941442,295881,15685
109,28-06-2020,India,528859,203051,4144493,309713,16095
110,29-06-2020,India,548318,210120,4354613,321723,16475
111,30-06-2020,India,566840,215125,4569738,334822,16893
112,01-07-2020,India,585493,220114,4789852,347979,17400
113,02-07-2020,India,604641,226947,5016799,359860,17834
114,03-07-2020,India,625544,227439,5244238,379892,18213
115,04-07-2020,India,648315,235433,5479671,394227,18655
116,05-07-2020,India,673165,244814,5724485,409083,19268
117,06-07-2020,India,697413,253287,5977772,424433,19693
118,07-07-2020,India,719665,259557,6237329,439948,20160
119,08-07-2020,India,742417,264944,6502273,456831,20642
120,09-07-2020,India,767296,269789,6772062,476378,21129
121,10-07-2020,India,793802,276685,7048747,495513,21604
122,11-07-2020,India,820916,283407,7332154,515386,22123
123,12-07-2020,India,849553,292258,7624412,534621,22674
124,13-07-2020,India,878254,301609,7926021,553471,23174
125,14-07-2020,India,906752,311565,8237586,571460,23727
126,15-07-2020,India,936181,319840,8557426,592032,24309
127,16-07-2020,India,968876,331146,8888572,612815,24915
128,17-07-2020,India,1003832,342473,9231045,635757,25602
129,18-07-2020,India,1038716,358692,9589737,653751,26273
130,19-07-2020,India,1077618,373379,9963116,677423,26816
131,20-07-2020,India,1118043,390459,10353575,700087,27497
132,21-07-2020,India,1155191,402529,10756104,724578,28084
133,22-07-2020,India,1192915,411133,11167237,753050,28732
134,23-07-2020,India,1238635,426167,11593404,782607,29861
135,24-07-2020,India,1287945,440135,12033539,817209,30601
136,25-07-2020,India,1336861,456071,12489610,849432,31358
137,26-07-2020,India,1385522,467882,12957492,885577,32063
138,27-07-2020,India,1435453,485114,13442606,917568,32771
139,28-07-2020,India,1483156,496988,13939594,952743,33425
140,29-07-2020,India,1531669,509447,14449041,988029,34193
141,30-07-2020,India,1583792,528242,14977283,1020582,34968
142,31-07-2020,India,1638870,545318,15522601,1057805,35747
